Timestamp,Symbol,Price,Volume,Source,Price_Normalized,Volume_Normalized,SMA_5,SMA_10,SMA_20,SMA_50,EMA_5,EMA_10,EMA_20,EMA_50,RSI_14,MACD,MACD_Signal,MACD_Hist,Price_Change,Price_Change_Pct,Return_1d,Return_3d,Return_5d,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,BB_B,Volume_MA_14,Price_Volume_Ratio,Future_Return,Future_Return_Pct,Signal
2025-03-24 14:46:28.208,ETHUSDT,2085.33,0.003,binance,0.045977011494216825,0.0008514386376981798,2085.3120000000004,2085.306,2085.304,2085.3426,2085.3168663015313,2085.310977345042,2085.311464583185,2085.3445048615235,66.66666666666666,-0.006217986052888591,-0.012674920980648246,0.006456934927759655,0.0,0.0,0.0,0.0014386419220135949,0.0014386419220135949,2085.304,0.013138933702136982,2085.330277867404,2085.277722132596,2.5202912768721345e-05,0.9947129004036069,0.06461428571428572,2079.092721834497,2.3977020423782136e-05,0.0023977020423782136,1
2025-03-24 14:46:28.208,ETHUSDT,2085.33,0.0024,binance,0.045977011494216825,0.0006752789195537288,2085.318,2085.309,2085.306,2085.3394,2085.321244201021,2085.31443600958,2085.313229860977,2085.343936043425,66.66666666666666,-0.004166951347542636,-0.010973327054027125,0.006806375706484489,0.0,0.0,0.0,0.0014386419220135949,0.0014386419220135949,2085.306,0.013917047474440222,2085.333834094949,2085.278165905051,2.6695453759743173e-05,0.9311259274623211,0.06457142857142859,2080.337190742219,2.3977020423782136e-05,0.0023977020423782136,1
2025-03-24 14:46:28.208,ETHUSDT,2085.33,0.003,binance,0.045977011494216825,0.0008514386376981798,2085.3239999999996,2085.312,2085.308,2085.3362,2085.324162800681,2085.3172658260196,2085.3148270170745,2085.343389531918,50.0,-0.002512528699298855,-0.009281167383081471,0.006768638683782616,0.0,0.0,0.0,0.0,0.0014386419220135949,2085.308,0.014363696924930615,2085.3367273938497,2085.2792726061502,2.7552183034591728e-05,0.8829097779457391,0.06477142857142858,2079.092721834497,2.3977020423782136e-05,0.0023977020423782136,1
2025-03-24 14:46:28.208,ETHUSDT,2085.33,0.0024,binance,0.045977011494216825,0.0006752789195537288,2085.33,2085.315,2085.3100000000004,2085.333,2085.326108533787,2085.3195811303794,2085.3162720630676,2085.342864452235,59.9999999998181,-0.001187695813314349,-0.0076624730691280465,0.006474777255813698,0.0,0.0,0.0,0.0,0.0014386419220135949,2085.3100000000004,0.014509524997878205,2085.3390190499963,2085.2809809500045,2.7831881107264937e-05,0.8446012188951053,0.06475714285714286,2080.337190742219,2.3977020423782136e-05,0.0023977020423782136,1
2025-03-24 14:46:28.209,ETHUSDT,2085.38,0.023,binance,0.10344827586224921,0.006723429242513213,2085.3399999999997,2085.3230000000003,2085.3145,2085.3308,2085.3440723558583,2085.3305663794013,2085.3223413903947,2085.344320748226,88.88888888911346,0.0038524176538885513,-0.005359494924524727,0.009211912578413278,0.0500000000001819,0.0023977020423782136,0.0023977020423782136,0.0023977020423782136,0.0023977020423782136,2085.3145,0.020641042402106225,2085.355782084804,2085.273217915196,3.959314991014733e-05,1.2933223371699574,0.06621428571428571,2038.4946236559142,0.0,0.0,0
2025-03-24 14:46:28.209,ETHUSDT,2085.38,0.023,binance,0.10344827586224921,0.006723429242513213,2085.35,2085.3309999999997,2085.3185000000003,2085.3284000000003,2085.356048237239,2085.339554310419,2085.3278326865475,2085.3457199345703,100.0,0.0077573223056788265,-0.0027361314784840165,0.010493453784162842,0.0,0.0,0.0,0.0023977020423782136,0.0023977020423782136,2085.3185000000003,0.02497893849390404,2085.368457876988,2085.2685421230126,4.791390570574127e-05,1.1155185499067017,0.0676857142857143,2038.4946236559142,0.0,0.0,0
2025-03-24 14:46:28.209,ETHUSDT,2085.38,0.023,binance,0.10344827586224921,0.006723429242513213,2085.36,2085.339,2085.3225,2085.33,2085.3640321581597,2085.3469080721607,2085.3328010021146,2085.347064250862,100.0,0.010728318003657478,-4.324158205571771e-05,0.010771559585713195,0.0,0.0,0.0,0.0023977020423782136,0.0023977020423782136,2085.3225,0.02807414993531831,2085.3786482998707,2085.2663517001297,5.38509509877045e-05,1.0120368749586275,0.024571428571428574,2038.4946236559142,0.0,0.0,0
2025-03-24 14:46:28.209,ETHUSDT,2085.38,0.023,binance,0.10344827586224921,0.006723429242513213,2085.3700000000003,2085.347,2085.3265,2085.3316,2085.369354772107,2085.352924786313,2085.3372961447703,2085.3483558488674,100.0,0.012933761151998624,0.0025521589647551505,0.010381602187243474,0.0,0.0,0.0,0.0,0.0023977020423782136,2085.3265,0.030309803865614268,2085.387119607731,2085.265880392269,5.813920048591093e-05,0.9412763625703051,0.02602857142857143,2038.4946236559142,0.0,0.0,0
2025-03-24 14:46:28.209,ETHUSDT,2085.38,0.023,binance,0.10344827586224921,0.006723429242513213,2085.38,2085.3550000000005,2085.329,2085.3332,2085.3729031814046,2085.3578475524378,2085.3413631786016,2085.3495967959707,100.0,0.014514279160721344,0.004944583003948389,0.009569696156772955,0.0,0.0,0.0,0.0,0.0023977020423782136,2085.329,0.03258995647432553,2085.394179912949,2085.2638200870515,6.251283413665562e-05,0.8912248244339249,0.027457142857142857,2038.4946236559142,-1.9181156431957724e-05,-0.0019181156431957724,-1
2025-03-24 14:46:28.209,ETHUSDT,2085.38,0.023,binance,0.10344827586224921,0.006723429242513213,2085.38,2085.3599999999997,2085.332,2085.3348,2085.375268787603,2085.3618752701764,2085.345042875878,2085.3507890784817,100.0,0.01558717185525893,0.0070731007742104975,0.008514071081048433,0.0,0.0,0.0,0.0,0.0,2085.332,0.03442765106318647,2085.4008553021263,2085.2631446978735,6.603773607885387e-05,0.8485570356812755,0.02888571428571429,2038.4946236559142,0.0,0.0,0
